,ds,y
757220,28-12-2020,33
757221,29-12-2020,30.4
757222,30-12-2020,30.6
757223,31-12-2020,29.8
811156,01-01-2021,29.3
811157,02-01-2021,28.7
811158,03-01-2021,29.6
811159,04-01-2021,29.5
811160,05-01-2021,30.5
811161,06-01-2021,29.9
811162,07-01-2021,29.1
811163,08-01-2021,26.2
811164,09-01-2021,30.9
811165,10-01-2021,31.5
811166,11-01-2021,32.6
811167,12-01-2021,32.2
811168,13-01-2021,31.8
811169,14-01-2021,32.6
811170,15-01-2021,32.2
811171,16-01-2021,31.3
811172,17-01-2021,31.3
811173,18-01-2021,31.4
811174,19-01-2021,31.3
811175,20-01-2021,32.7
811176,21-01-2021,31.8
811177,22-01-2021,32.7
811178,23-01-2021,32.6
811179,24-01-2021,32.6
811180,25-01-2021,33.7
811181,26-01-2021,32.8
811182,27-01-2021,33.2
811183,28-01-2021,32.9
811184,29-01-2021,32.1
811185,30-01-2021,33.5
811186,31-01-2021,31.7
811187,01-02-2021,30.3
811188,02-02-2021,30.6
811189,03-02-2021,32
811190,04-02-2021,31.5
811191,05-02-2021,31
811192,06-02-2021,32.9
811193,07-02-2021,29.8
811194,08-02-2021,30.5
811195,09-02-2021,31.8
811196,10-02-2021,32.2
811197,11-02-2021,33
811198,12-02-2021,34.3
811199,13-02-2021,32.5
811200,14-02-2021,34.3
811201,15-02-2021,33.7
811202,16-02-2021,34.6
811203,17-02-2021,33.5
811204,18-02-2021,31.8
811205,19-02-2021,29.1
811206,20-02-2021,22.4
811207,21-02-2021,30.6
811208,22-02-2021,31.4
811209,23-02-2021,31.7
811210,24-02-2021,33.9
811211,25-02-2021,33.9
811212,26-02-2021,35.4
811213,27-02-2021,35.5
811214,28-02-2021,34.8
811215,01-03-2021,36
811216,02-03-2021,36.6
811217,03-03-2021,35.2
811218,04-03-2021,34.8
811219,05-03-2021,34.8
811220,06-03-2021,36.4
811221,07-03-2021,36.1
811222,08-03-2021,35.3
811223,09-03-2021,35.9
811224,10-03-2021,34.1
811225,11-03-2021,35.4
811226,12-03-2021,35.8
811227,13-03-2021,36.3
811228,14-03-2021,33.1
811229,15-03-2021,35.9
811230,16-03-2021,35.3
811231,17-03-2021,33.8
811232,18-03-2021,35.3
811233,19-03-2021,35.7
811234,20-03-2021,35.9
811235,21-03-2021,34.5
811236,22-03-2021,34.8
811237,23-03-2021,34.6
811238,24-03-2021,32.7
811239,25-03-2021,35
811240,26-03-2021,36.8
811241,27-03-2021,36.8
811242,28-03-2021,37.8
811243,29-03-2021,38.5
811244,30-03-2021,39.1
811245,31-03-2021,38.2
868096,01-04-2021,40.2
868097,02-04-2021,39
868098,03-04-2021,39.6
868099,04-04-2021,39.5
868100,05-04-2021,37.7
868101,06-04-2021,37.3
868102,07-04-2021,41.1
868103,08-04-2021,40.9
868104,09-04-2021,38.5
868105,10-04-2021,37.8
868106,11-04-2021,37.3
868107,12-04-2021,36
868108,13-04-2021,35.1
868109,14-04-2021,36.5
868110,15-04-2021,35.1
868111,16-04-2021,34.5
868112,17-04-2021,37.2
868113,18-04-2021,38.7
868114,19-04-2021,38.7
868115,20-04-2021,40.1
868116,21-04-2021,40.3
868117,22-04-2021,38.9
868118,23-04-2021,38.3
868119,24-04-2021,38.8
868120,25-04-2021,39.9
868121,26-04-2021,41
868122,27-04-2021,40.3
868123,28-04-2021,39.9
868124,29-04-2021,39.9
868125,30-04-2021,41.7
892191,01-05-2021,40
892193,02-05-2021,39.1
892195,03-05-2021,35.8
892197,04-05-2021,37.1
892199,05-05-2021,37.9
892201,06-05-2021,39
892203,07-05-2021,39
892205,08-05-2021,37
892207,09-05-2021,39.3
892209,10-05-2021,37.7
892211,11-05-2021,39.6
892213,12-05-2021,41.1
892215,13-05-2021,41.1
892217,14-05-2021,40.6
892219,15-05-2021,39.9
892221,16-05-2021,37.8
892223,17-05-2021,34.1
892224,18-05-2021,37.8
892225,19-05-2021,38
892226,20-05-2021,37.6
892227,21-05-2021,36.6
892228,22-05-2021,39.6
892229,23-05-2021,40.2
892230,24-05-2021,39.3
892231,25-05-2021,39.7
892232,26-05-2021,38.7
892233,27-05-2021,40.5
892234,28-05-2021,39.3
892235,29-05-2021,39.5
892236,30-05-2021,40.4
892237,31-05-2021,36.5
913936,01-07-2021,35.8
913937,02-07-2021,35.5
913938,03-07-2021,30.3
913939,04-07-2021,35.2
913940,05-07-2021,36.5
913941,06-07-2021,35.5
913942,07-07-2021,36.3
913943,08-07-2021,37.5
913944,09-07-2021,27.6
913945,10-07-2021,29.8
913946,11-07-2021,34.1
913947,12-07-2021,32.8
913948,13-07-2021,32.4
913949,14-07-2021,30
913950,15-07-2021,25.9
913951,16-07-2021,31.3
913952,17-07-2021,32.4
913953,18-07-2021,34.8
913954,19-07-2021,35.6
913955,20-07-2021,33
913956,21-07-2021,29.3
913957,22-07-2021,24.9
913958,23-07-2021,24.2
913959,24-07-2021,28.8
913960,25-07-2021,32.9
913961,26-07-2021,32.7
913962,27-07-2021,32.9
913963,28-07-2021,32.8
913964,29-07-2021,32.3
913965,30-07-2021,29.8
913966,31-07-2021,28
932350,01-08-2021,31.9
932351,02-08-2021,29.5
932352,03-08-2021,31.7
932353,04-08-2021,31.2
932354,05-08-2021,33
932355,06-08-2021,31.2
932356,07-08-2021,32.5
932357,08-08-2021,34.1
932358,09-08-2021,33.4
932359,10-08-2021,34.2
932360,11-08-2021,32.9
932361,12-08-2021,32.8
932362,13-08-2021,34.3
932363,14-08-2021,31.2
932364,15-08-2021,32.7
932365,16-08-2021,32.9
932366,17-08-2021,26.4
932367,18-08-2021,26.4
932368,19-08-2021,25.3
932369,20-08-2021,27.9
932370,21-08-2021,28.3
932371,22-08-2021,32.5
932372,23-08-2021,33.5
932373,24-08-2021,34.6
932374,25-08-2021,32.9
932375,26-08-2021,32.8
932376,27-08-2021,32.5
932377,28-08-2021,32.9
932378,29-08-2021,31.5
932379,30-08-2021,28
932380,31-08-2021,26.8
950385,01-09-2021,29.3
950386,02-09-2021,31.5
950387,03-09-2021,33.4
950388,04-09-2021,31.9
950389,05-09-2021,34.5
950390,06-09-2021,32
950391,07-09-2021,27.9
950392,08-09-2021,24.6
950393,09-09-2021,31.8
950394,10-09-2021,31.6
950395,11-09-2021,32.2
950396,12-09-2021,32.6
950397,13-09-2021,32.9
950398,14-09-2021,32.5
950399,15-09-2021,31.6
950400,16-09-2021,32.6
950401,17-09-2021,33.8
950402,18-09-2021,32.4
950403,19-09-2021,32.9
950404,20-09-2021,32.9
950405,21-09-2021,32.9
950406,22-09-2021,28.7
950407,23-09-2021,30.7
950408,24-09-2021,30.9
950409,25-09-2021,32.6
950410,26-09-2021,32.9
950411,27-09-2021,31.5
950412,28-09-2021,30.7
950413,29-09-2021,27.9
950414,30-09-2021,32.1
969018,01-10-2021,34.5
969019,02-10-2021,34.4
969020,03-10-2021,33.9
969021,04-10-2021,34.1
969022,05-10-2021,34.7
969023,06-10-2021,34.1
969024,07-10-2021,34.4
969025,08-10-2021,34.5
969026,09-10-2021,35.6
969027,10-10-2021,32.9
969028,11-10-2021,34.3
969029,12-10-2021,34.8
969030,13-10-2021,34.4
969031,14-10-2021,33.3
969032,15-10-2021,34.4
969033,16-10-2021,34.3
969034,17-10-2021,29.3
969035,18-10-2021,29.6
969036,19-10-2021,32.5
969037,20-10-2021,33.8
969038,21-10-2021,33.9
969039,22-10-2021,34.4
969040,23-10-2021,32.9
969041,24-10-2021,34.4
969042,25-10-2021,33.9
969043,26-10-2021,32.6
969044,27-10-2021,32.1
969045,28-10-2021,31.9
969046,29-10-2021,32.4
969047,30-10-2021,31.6
969048,31-10-2021,32.4
987039,01-11-2021,32.8
987040,02-11-2021,31.8
987041,03-11-2021,31.9
987042,04-11-2021,31.3
987043,05-11-2021,32
987044,06-11-2021,32.2
987045,07-11-2021,32.3
987046,08-11-2021,31.3
987047,09-11-2021,30.8
987048,10-11-2021,30.2
987049,11-11-2021,32.2
987050,12-11-2021,30.1
987051,13-11-2021,34.6
987052,14-11-2021,32.4
987053,15-11-2021,32.2
987054,16-11-2021,32.8
987055,17-11-2021,32.6
987056,18-11-2021,32.7
987057,19-11-2021,32
987058,20-11-2021,30.6
987059,21-11-2021,31.1
987060,22-11-2021,30.7
987061,23-11-2021,36.4
987062,24-11-2021,34.6
987063,25-11-2021,36.4
987064,26-11-2021,33.8
987065,27-11-2021,32.9
987066,28-11-2021,32.5
987067,29-11-2021,32.3
987068,30-11-2021,29.6
1005252,01-12-2021,32.6
1005253,02-12-2021,34.3
1005254,03-12-2021,32.7
1005255,04-12-2021,32.7
1005256,05-12-2021,32.4
1005257,06-12-2021,31.8
1005258,07-12-2021,32.3
1005259,08-12-2021,30.8
1005260,09-12-2021,32.6
1005261,10-12-2021,34.1
1005262,11-12-2021,30.1
1005263,12-12-2021,30.4
1005264,13-12-2021,32.8
1005265,14-12-2021,32.3
1005266,15-12-2021,30.6
1005267,16-12-2021,30.5
1005268,17-12-2021,29.6
1005269,18-12-2021,30
1005270,19-12-2021,32.1
1005271,20-12-2021,28.1
1005272,21-12-2021,27.5
1005273,22-12-2021,30.2
1005274,23-12-2021,30.4
1005275,24-12-2021,31.1
1005276,25-12-2021,32.9
1005277,26-12-2021,32.8
1005278,27-12-2021,30.7
1005279,28-12-2021,33.3
1005280,29-12-2021,32.6
1005281,30-12-2021,30.4
1005282,31-12-2021,28.2
1023666,01-01-2022,30.7
1023667,02-01-2022,32.2
1023668,03-01-2022,32.3
1023669,04-01-2022,30.3
1023670,05-01-2022,32.7
1023671,06-01-2022,32.2
1023672,07-01-2022,32.3
1023673,08-01-2022,32.4
1023674,09-01-2022,30.5
1023675,10-01-2022,32.7
1023676,11-01-2022,28.5
1023677,12-01-2022,28.6
1023678,13-01-2022,29.9
1023679,14-01-2022,28.6
1023680,15-01-2022,30.6
1023681,16-01-2022,27.1
1023682,17-01-2022,28.2
1023683,18-01-2022,30.1
1023684,19-01-2022,32.3
1023685,20-01-2022,29.2
1023686,21-01-2022,34.3
1023687,22-01-2022,32.9
1023688,23-01-2022,32.4
1023689,24-01-2022,32.2
1023690,25-01-2022,28.1
1023691,26-01-2022,30.3
1023692,27-01-2022,30.1
1023693,28-01-2022,27.7
1023694,29-01-2022,30.5
1023695,30-01-2022,28.6
1023696,31-01-2022,30.5
1040901,01-02-2022,36.8
1040902,02-02-2022,36.5
1040903,03-02-2022,36.6
1040904,04-02-2022,36.1
1040905,05-02-2022,34.5
1040906,06-02-2022,35.8
1040907,07-02-2022,36.9
1040908,08-02-2022,36.3
1040909,09-02-2022,36.5
1040910,10-02-2022,34.6
1040911,11-02-2022,34.7
1040912,12-02-2022,36.5
1040913,13-02-2022,36.2
1040914,14-02-2022,36.4
1040915,15-02-2022,36.3
1040916,16-02-2022,35.1
1040917,17-02-2022,36.4
1040918,18-02-2022,36.1
1040919,19-02-2022,36.5
1040920,20-02-2022,37.2
1040921,21-02-2022,37.2
1040922,22-02-2022,39.2
1040923,23-02-2022,38.7
1040924,24-02-2022,37.4
1040925,25-02-2022,38.2
1040926,26-02-2022,38.3
1040927,27-02-2022,38
1040928,28-02-2022,38.7
1058712,01-03-2022,33.1
1058713,02-03-2022,33.2
1058714,03-03-2022,34.5
1058715,04-03-2022,34
1058716,05-03-2022,33.7
1058717,06-03-2022,32.9
1058718,07-03-2022,33.4
1058719,08-03-2022,33
1058720,09-03-2022,33.7
1058721,10-03-2022,33.3
1058722,11-03-2022,33.3
1058723,12-03-2022,33.1
1058724,13-03-2022,33.5
1058725,14-03-2022,35.2
1058726,15-03-2022,34.8
1058727,16-03-2022,37.1
1058728,17-03-2022,38.3
1058729,18-03-2022,38.6
1058730,19-03-2022,38
1058731,20-03-2022,35.4
1058732,21-03-2022,35.2
1058733,22-03-2022,37.2
1058734,23-03-2022,36.3
1058735,24-03-2022,37.8
1058736,25-03-2022,39.3
1058737,26-03-2022,39.8
1058738,27-03-2022,40.5
1058739,28-03-2022,42
1058740,29-03-2022,41.6
1058741,30-03-2022,42.8
1058742,31-03-2022,41
1076733,01-04-2022,42.6
1076734,02-04-2022,42.9
1076735,03-04-2022,40.7
1076736,04-04-2022,41.1
1076737,05-04-2022,40.9
1076738,06-04-2022,41.5
1076739,07-04-2022,40.4
1076740,08-04-2022,41.5
1076741,09-04-2022,39
1076742,10-04-2022,39.1
1076743,11-04-2022,40.6
1076744,12-04-2022,41.3
1076745,13-04-2022,42.5
1076746,14-04-2022,40.5
1076747,15-04-2022,41.5
1076748,16-04-2022,40.7
1076749,17-04-2022,42.6
1076750,18-04-2022,42.8
1076751,19-04-2022,43.4
1076752,20-04-2022,44.5
1076753,21-04-2022,44.6
1076754,22-04-2022,43.7
1076755,23-04-2022,36.2
1076756,24-04-2022,40.8
1076757,25-04-2022,38.2
1076758,26-04-2022,44.6
1076759,27-04-2022,44.8
1076760,28-04-2022,43.6
1076761,29-04-2022,44.6
1076762,30-04-2022,45.2
1094946,01-05-2022,45.1
1094947,02-05-2022,44.5
1094948,03-05-2022,44.1
1094949,04-05-2022,44.1
1094950,05-05-2022,40.8
1094951,06-05-2022,43.1
1094952,07-05-2022,43.6
1094953,08-05-2022,42.8
1094954,09-05-2022,41.4
1094955,10-05-2022,43.5
1094956,11-05-2022,41.9
1094957,12-05-2022,38.1
1094958,13-05-2022,40.7
1094959,14-05-2022,40.8
1094960,15-05-2022,43.1
1094961,16-05-2022,42.5
1094962,17-05-2022,38.4
1094963,18-05-2022,40.5
1094964,19-05-2022,39
1094965,20-05-2022,38.3
1094966,21-05-2022,39.5
1094967,22-05-2022,39.7
1094968,23-05-2022,39.1
1094969,24-05-2022,39.8
1094970,25-05-2022,39.7
1094971,26-05-2022,40.2
1094972,27-05-2022,39.6
1094973,28-05-2022,39.8
1094974,29-05-2022,40.4
1094975,30-05-2022,39.7
1094976,31-05-2022,41.4
1112967,01-06-2022,41
1112968,02-06-2022,40.2
1112969,03-06-2022,42.8
1112970,04-06-2022,41.7
1112971,05-06-2022,40.7
1112972,06-06-2022,42.5
1112973,07-06-2022,38.3
1112974,08-06-2022,44
1112975,09-06-2022,41.4
1112976,10-06-2022,34.5
1112977,11-06-2022,38
1112978,12-06-2022,38.7
1112979,13-06-2022,36.2
1112980,14-06-2022,37.9
1112981,15-06-2022,36.3
1112982,16-06-2022,35.7
1112983,17-06-2022,33.6
1112984,18-06-2022,35.1
1112985,19-06-2022,35.4
1112986,20-06-2022,32.6
1112987,21-06-2022,35.5
1112988,22-06-2022,33
1112989,23-06-2022,34.6
1112990,24-06-2022,33.6
1112991,25-06-2022,32.8
1112992,26-06-2022,32.1
1112993,27-06-2022,32.8
1112994,28-06-2022,32.5
1112995,29-06-2022,33.1
1112996,30-06-2022,34.3
1131180,01-07-2022,33
1131181,02-07-2022,33.3
1131182,03-07-2022,32.9
1131183,04-07-2022,32.3
1131184,05-07-2022,29.1
1131185,06-07-2022,30.8
1131186,07-07-2022,30.6
1131187,08-07-2022,29.4
1131188,09-07-2022,26
1131189,10-07-2022,24.3
1131190,11-07-2022,24.5
1131191,12-07-2022,25.8
1131192,13-07-2022,23.7
1131193,14-07-2022,23.5
1131194,15-07-2022,25.7
1131195,16-07-2022,29.9
1131196,17-07-2022,31.3
1131197,18-07-2022,28.6
1131198,19-07-2022,28.5
1131199,20-07-2022,31.4
1131200,21-07-2022,34
1131201,22-07-2022,30.7
1131202,23-07-2022,32
1131203,24-07-2022,27.4
1131204,25-07-2022,29.8
1131205,26-07-2022,32.6
1131206,27-07-2022,27.9
1131207,28-07-2022,32.9
1131208,29-07-2022,36
1131209,30-07-2022,33.8
1131210,31-07-2022,34.6
1149594,01-08-2022,36.3
1149595,02-08-2022,34.8
1149596,03-08-2022,34.4
1149597,04-08-2022,34.6
1149598,05-08-2022,34.9
1149599,06-08-2022,34.3
1149600,07-08-2022,33.5
1149601,08-08-2022,30.9
1149602,09-08-2022,28.3
1149603,10-08-2022,27.9
1149604,11-08-2022,30.3
1149605,12-08-2022,32.4
1149606,13-08-2022,33
1149607,14-08-2022,32.5
1149608,15-08-2022,30
1149609,16-08-2022,27.9
1149610,17-08-2022,32.8
1149611,18-08-2022,33.5
1149612,19-08-2022,33.7
1149613,20-08-2022,32.7
1149614,21-08-2022,32.8
1149615,22-08-2022,33.1
1149616,23-08-2022,32.6
1149617,24-08-2022,32.9
1149618,25-08-2022,36.6
1149619,26-08-2022,36
1149620,27-08-2022,34.4
1149621,28-08-2022,34.4
1149622,29-08-2022,36
1149623,30-08-2022,32.4
1149624,31-08-2022,34.8
1167615,01-09-2022,36.5
1167616,02-09-2022,34.4
1167617,03-09-2022,34.5
1167618,04-09-2022,36.4
1167619,05-09-2022,33.9
1167620,06-09-2022,33
1167621,07-09-2022,34.5
1167622,08-09-2022,33.7
1167623,09-09-2022,33
1167624,10-09-2022,33.9
1167625,11-09-2022,30.2
1167626,12-09-2022,27
1167627,13-09-2022,31.9
1167628,14-09-2022,32.4
1167629,15-09-2022,33
1167630,16-09-2022,32.6
1167631,17-09-2022,32.2
1167632,18-09-2022,34.5
1167633,19-09-2022,34.1
1167634,20-09-2022,33.6
1167635,21-09-2022,32.4
1167636,22-09-2022,30.5
1167637,23-09-2022,33.4
1167638,24-09-2022,32
1167639,25-09-2022,32.9
1167640,26-09-2022,34.6
1167641,27-09-2022,34.6
1167642,28-09-2022,34.1
1167643,29-09-2022,34.5
1167644,30-09-2022,32.7
